index,Penalty,Volume,"Comp/LoadCase 1 ""2L""","Comp/LoadCase 2 ""4L""",Compliance/MAX,Mass,Sens/Volume_Min,Sens/Volume_Ave,Sens/Volume_Max,Sens/Compl._Min,Sens/Compl._Ave,Sens/Compl._Max,Freedom Min,Freedom Ave,Freedom Max,SPOT Iterations,Density Mid%,BoundDensityMin%,Density Low%,Density High%,BoundDensityMax%,Convergence,RJ/_Volume_Min,RJ/_Volume_Ave,RJ/_Volume_Max,RJ/_Compl._Min,RJ/_Compl._Ave,RJ/_Compl._Max,Iteration Time,Optimizer Time
1,1.0,1200000000.0,705.556,705.556,705.556,9446.4,250000.0,250000.0,250000.0,1.51e-06,0.1456,35.95,0.999,0.999,0.999,49.0,33.0,0.0,2.0,2.0,1.9,35.0,2.972,2.972,2.972,0.9426,0.9426,0.9426,1.0,1.0
2,1.0,420000000.0,1268.09,1268.09,1268.09,3306.24,250000.0,250000.0,250000.0,0.0001446,0.5937,36.42,0.999,0.999,0.999,32.0,32.4,0.4,3.2,2.6,2.3,94.98,0.7654,0.7654,0.7654,0.4875,0.4875,0.4875,0.0,0.0
3,1.0,420000000.0,1216.87,1216.86,1216.87,3306.24,250000.0,250000.0,250000.0,0.0001356,0.5677,36.44,0.999,0.999,0.999,32.0,29.7,0.7,4.1,5.2,4.2,97.0,0.7698,0.7698,0.7698,0.495,0.495,0.495,1.0,0.0
4,1.0,420000000.0,1195.95,1195.95,1195.95,3306.24,250000.0,250000.0,250000.0,7.048e-05,0.5603,36.45,0.999,0.999,0.999,32.0,28.0,1.0,4.9,6.9,5.9,98.17,0.7572,0.7572,0.7572,0.4979,0.4979,0.4979,1.0,0.0
5,1.0,420000000.0,1186.92,1186.91,1186.92,3306.24,250000.0,250000.0,250000.0,4.968e-05,0.5566,36.44,0.999,0.999,0.999,25.0,26.4,1.3,5.6,8.5,7.7,98.77,0.7491,0.7491,0.7491,0.4989,0.4989,0.4989,0.0,0.0
6,1.0,420007000.0,1182.18,1182.17,1182.18,3306.29,250000.0,250000.0,250000.0,3.852e-05,0.5548,36.44,0.999,0.999,0.999,32.0,25.7,1.6,6.2,9.2,8.5,99.14,0.7431,0.7431,0.7431,0.4994,0.4994,0.4994,1.0,0.0
7,1.0,420003000.0,1179.55,1179.54,1179.55,3306.26,250000.0,250000.0,250000.0,3.608e-05,0.5537,36.44,0.999,0.999,0.999,33.0,25.5,2.0,6.8,9.5,9.1,99.35,0.7406,0.7406,0.7406,0.4996,0.4996,0.4996,1.0,0.0
8,1.0,420000000.0,1177.82,1177.82,1177.82,3306.24,250000.0,250000.0,250000.0,3.392e-05,0.553,36.44,0.999,0.999,0.999,32.0,25.3,2.2,7.2,9.6,9.3,99.48,0.7395,0.7395,0.7395,0.4997,0.4997,0.4997,0.0,0.0
9,1.0,420000000.0,1176.57,1176.57,1176.57,3306.24,250000.0,250000.0,250000.0,3.276e-05,0.5528,36.43,0.999,0.999,0.999,31.0,25.1,2.5,7.6,9.8,9.5,99.57,0.7391,0.7391,0.7391,0.4998,0.4998,0.4998,1.0,0.0
10,1.0,420000000.0,1175.62,1175.62,1175.62,3306.24,250000.0,250000.0,250000.0,3.229e-05,0.5527,36.43,0.999,0.999,0.999,32.0,24.9,2.8,8.0,10.0,9.5,99.64,0.739,0.739,0.739,0.4999,0.4999,0.4999,1.0,0.0
11,1.0,420000000.0,1174.89,1174.89,1174.89,3306.24,250000.0,250000.0,250000.0,3.264e-05,0.5528,36.43,0.999,0.999,0.999,33.0,24.8,3.0,8.3,10.1,9.6,99.69,0.7389,0.7389,0.7389,0.4999,0.4999,0.4999,1.0,0.0
12,1.0,420000000.0,1174.3,1174.3,1174.3,3306.24,250000.0,250000.0,250000.0,3.101e-05,0.553,36.43,0.999,0.999,0.999,33.0,24.6,3.2,8.5,10.3,9.7,99.73,0.7389,0.7389,0.7389,0.4999,0.4999,0.4999,0.0,0.0
13,1.0,420000000.0,1173.83,1173.83,1173.83,3306.24,250000.0,250000.0,250000.0,3.096e-05,0.5532,36.43,0.999,0.999,0.999,33.0,24.5,3.5,8.9,10.4,9.7,99.77,0.7389,0.7389,0.7389,0.4999,0.4999,0.4999,1.0,0.0
14,1.0,420000000.0,1173.44,1173.44,1173.44,3306.24,250000.0,250000.0,250000.0,3.108e-05,0.5533,36.43,0.999,0.999,0.999,32.0,24.3,3.6,9.0,10.6,9.9,99.8,0.7388,0.7388,0.7388,0.4999,0.4999,0.5,1.0,0.0
15,1.0,420001000.0,1173.11,1173.12,1173.12,3306.24,250000.0,250000.0,250000.0,3.073e-05,0.5535,36.43,0.999,0.999,0.999,32.0,24.3,3.8,9.2,10.6,9.9,99.82,0.7388,0.7388,0.7388,0.4999,0.5,0.5,0.0,0.0
16,1.0,420000000.0,1172.84,1172.84,1172.84,3306.24,250000.0,250000.0,250000.0,3.08e-05,0.5537,36.43,0.999,0.999,0.999,32.0,24.2,4.0,9.4,10.7,9.9,99.84,0.7388,0.7388,0.7388,0.5,0.5,0.5,1.0,0.0
17,1.0,420000000.0,1172.61,1172.61,1172.61,3306.24,250000.0,250000.0,250000.0,3.054e-05,0.5538,36.43,0.999,0.999,0.999,32.0,24.2,4.1,9.5,10.7,9.9,99.86,0.7387,0.7387,0.7387,0.5,0.5,0.5,1.0,0.0
18,1.0,420000000.0,1172.41,1172.41,1172.41,3306.24,250000.0,250000.0,250000.0,2.991e-05,0.554,36.42,0.999,0.999,0.999,32.0,24.2,4.2,9.7,10.7,10.0,99.88,0.7387,0.7387,0.7387,0.5,0.5,0.5,1.0,0.0
19,1.0,420000000.0,1172.24,1172.25,1172.25,3306.24,250000.0,250000.0,250000.0,2.961e-05,0.5541,36.42,0.999,0.999,0.999,32.0,24.2,4.3,10.0,10.7,10.0,99.89,0.7386,0.7386,0.7386,0.5,0.5,0.5,0.0,0.0
20,1.0,420000000.0,1172.1,1172.1,1172.1,3306.24,250000.0,250000.0,250000.0,2.964e-05,0.5542,36.42,0.999,0.999,0.999,32.0,24.2,4.5,10.0,10.8,10.0,99.9,0.7386,0.7386,0.7386,0.5,0.5,0.5,1.0,0.0
21,1.0,420000000.0,1171.97,1171.97,1171.97,3306.24,250000.0,250000.0,250000.0,2.973e-05,0.5544,36.42,0.999,0.999,0.999,32.0,24.2,4.6,10.2,10.8,10.0,99.91,0.7385,0.7385,0.7385,0.5,0.5,0.5,1.0,0.0
22,1.0,420000000.0,1171.86,1171.86,1171.86,3306.24,250000.0,250000.0,250000.0,2.961e-05,0.5545,36.42,0.999,0.999,0.999,33.0,24.2,4.6,10.2,10.8,10.0,99.92,0.7385,0.7385,0.7385,0.5,0.5,0.5,1.0,0.0
23,1.0,420001000.0,1171.76,1171.76,1171.76,3306.24,250000.0,250000.0,250000.0,2.942e-05,0.5546,36.42,0.999,0.999,0.999,32.0,24.2,4.7,10.3,10.8,10.0,99.93,0.7385,0.7385,0.7385,0.5,0.5,0.5,0.0,0.0
24,1.0,420001000.0,1171.67,1171.67,1171.67,3306.25,250000.0,250000.0,250000.0,2.934e-05,0.5547,36.42,0.999,0.999,0.999,32.0,24.1,4.8,10.3,10.8,10.0,99.93,0.7384,0.7384,0.7384,0.5,0.5,0.5,1.0,0.0
25,1.0,420001000.0,1171.59,1171.59,1171.59,3306.25,250000.0,250000.0,250000.0,2.929e-05,0.5548,36.42,0.999,0.999,0.999,32.0,24.1,4.9,10.4,10.8,10.0,99.94,0.7384,0.7384,0.7384,0.5,0.5,0.5,1.0,0.0
26,1.0,420001000.0,1171.52,1171.52,1171.52,3306.25,250000.0,250000.0,250000.0,2.926e-05,0.5549,36.42,0.999,0.999,0.999,32.0,24.1,5.0,10.5,10.8,10.0,99.95,0.7383,0.7383,0.7383,0.5,0.5,0.5,1.0,0.0
27,1.0,420001000.0,1171.46,1171.46,1171.46,3306.25,250000.0,250000.0,250000.0,2.927e-05,0.555,36.42,0.999,0.999,0.999,32.0,24.1,5.1,10.5,10.8,10.0,99.95,0.7383,0.7383,0.7383,0.5,0.5,0.5,0.0,0.0
28,1.0,420001000.0,1171.41,1171.4,1171.41,3306.25,250000.0,250000.0,250000.0,2.921e-05,0.5551,36.42,0.999,0.999,0.999,33.0,24.1,5.1,10.6,10.9,10.0,99.95,0.7383,0.7383,0.7383,0.5,0.5,0.5,1.0,0.0
29,1.0,420001000.0,1171.35,1171.36,1171.36,3306.25,250000.0,250000.0,250000.0,2.91e-05,0.5551,36.42,0.999,0.999,0.999,33.0,24.0,5.2,10.7,10.9,10.0,99.96,0.7382,0.7382,0.7382,0.5,0.5,0.5,1.0,0.0
30,1.0,420001000.0,1171.31,1171.31,1171.31,3306.25,250000.0,250000.0,250000.0,2.89e-05,0.5552,36.42,0.999,0.999,0.999,33.0,24.0,5.3,10.7,10.9,10.0,99.96,0.7382,0.7382,0.7382,0.5,0.5,0.5,1.0,0.0
31,1.5,0.0,1522.89,1522.9,1522.9,3306.24,250000.0,250000.0,250000.0,2.278e-06,1.125,54.85,0.999,0.999,0.999,30.0,24.7,6.8,12.0,10.2,8.9,97.36,1.169,1.169,1.169,0.4929,0.4929,0.4929,nan,nan
32,1.5,420001000.0,1491.08,1491.09,1491.09,3306.24,250000.0,250000.0,250000.0,2.165e-06,0.9973,54.85,0.999,0.999,0.999,26.0,24.0,8.0,12.9,11.0,10.1,98.76,1.148,1.148,1.148,0.4978,0.4978,0.4978,nan,nan
33,1.5,420000000.0,1477.19,1477.19,1477.19,3306.02,250000.0,250000.0,250000.0,1.879e-06,0.9712,54.84,0.999,0.999,0.999,26.0,23.0,9.2,13.7,12.0,10.9,99.04,1.129,1.129,1.129,0.4983,0.4983,0.4984,nan,nan
34,1.5,419972000.0,1466.28,1466.26,1466.28,3305.99,250000.0,250000.0,250000.0,1.639e-06,0.9511,54.83,0.999,0.999,0.999,25.0,21.4,10.2,14.4,13.6,11.9,99.2,1.116,1.116,1.116,0.4986,0.4987,0.4987,nan,nan
35,1.5,419968000.0,1457.36,1457.33,1457.36,3305.97,250000.0,250000.0,250000.0,1.492e-06,0.9362,54.82,0.999,0.999,0.999,26.0,20.3,11.1,15.1,14.7,13.6,99.36,1.102,1.102,1.102,0.4989,0.499,0.499,nan,nan
36,1.5,419965000.0,1450.43,1450.41,1450.43,3306.01,250000.0,250000.0,250000.0,1.375e-06,0.924,54.82,0.999,0.999,0.999,32.0,19.7,11.9,15.5,15.2,14.4,99.51,1.092,1.092,1.092,0.4992,0.4992,0.4992,nan,nan
37,1.5,419970000.0,1445.22,1445.21,1445.22,3306.21,250000.0,250000.0,250000.0,1.337e-06,0.9153,54.81,0.999,0.999,0.999,30.0,19.3,12.7,16.0,15.6,14.9,99.62,1.088,1.088,1.088,0.4995,0.4995,0.4995,nan,nan
38,1.5,419996000.0,1441.35,1441.33,1441.35,3306.2,250000.0,250000.0,250000.0,1.282e-06,0.9101,54.8,0.999,0.999,0.999,32.0,18.9,13.1,16.3,16.1,15.4,99.69,1.086,1.086,1.086,0.4996,0.4996,0.4996,nan,nan
39,1.5,419995000.0,1438.36,1438.35,1438.36,3306.18,250000.0,250000.0,250000.0,1.225e-06,0.9068,54.8,0.999,0.999,0.999,33.0,18.7,13.8,16.5,16.2,15.8,99.75,1.085,1.085,1.085,0.4997,0.4997,0.4998,nan,nan
40,1.5,419993000.0,1436.12,1436.11,1436.12,3306.18,250000.0,250000.0,250000.0,1.166e-06,0.9048,54.8,0.999,0.999,0.999,33.0,18.5,14.0,16.7,16.5,15.9,99.79,1.084,1.084,1.084,0.4998,0.4998,0.4998,nan,nan
41,1.5,419993000.0,1434.45,1434.44,1434.45,3306.17,250000.0,250000.0,250000.0,1.154e-06,0.9038,54.79,0.999,0.999,0.999,34.0,18.4,14.2,16.9,16.5,16.0,99.82,1.084,1.084,1.084,0.4999,0.4999,0.4999,nan,nan
42,1.5,419991000.0,1433.16,1433.15,1433.16,3306.17,250000.0,250000.0,250000.0,1.134e-06,0.9034,54.79,0.999,0.999,0.999,33.0,18.3,14.7,17.1,16.7,16.0,99.83,1.085,1.085,1.085,0.4999,0.4999,0.4999,nan,nan
43,1.5,419991000.0,1432.16,1432.15,1432.16,3306.16,250000.0,250000.0,250000.0,1.106e-06,0.9032,54.79,0.999,0.999,0.999,33.0,18.2,14.8,17.2,16.8,16.2,99.84,1.085,1.085,1.085,0.4999,0.4999,0.4999,nan,nan
44,1.5,419990000.0,1431.35,1431.34,1431.35,3306.16,250000.0,250000.0,250000.0,1.091e-06,0.903,54.79,0.999,0.999,0.999,33.0,18.1,15.0,17.3,16.9,16.2,99.85,1.085,1.085,1.085,0.4999,0.4999,0.5,nan,nan
45,1.5,419990000.0,1430.68,1430.67,1430.68,3306.15,250000.0,250000.0,250000.0,1.081e-06,0.9029,54.78,0.999,0.999,0.999,33.0,18.1,15.0,17.3,16.9,16.2,99.86,1.085,1.085,1.085,0.4999,0.4999,0.5,nan,nan
46,1.5,419988000.0,1430.1,1430.08,1430.1,3306.13,250000.0,250000.0,250000.0,1.072e-06,0.9028,54.78,0.999,0.999,0.999,32.0,17.9,15.2,17.3,17.1,16.4,99.86,1.085,1.085,1.085,0.4999,0.4999,0.5,nan,nan
47,1.5,419986000.0,1429.57,1429.56,1429.57,3306.15,250000.0,250000.0,250000.0,1.062e-06,0.9025,54.78,0.999,0.999,0.999,33.0,17.8,15.2,17.4,17.2,16.4,99.87,1.085,1.085,1.085,0.4999,0.5,0.5,nan,nan
48,1.5,419988000.0,1429.11,1429.1,1429.11,3306.14,250000.0,250000.0,250000.0,1.052e-06,0.9022,54.78,0.999,0.999,0.999,33.0,17.8,15.2,17.4,17.2,16.5,99.87,1.085,1.085,1.085,0.4999,0.5,0.5,nan,nan
49,1.5,419987000.0,1428.69,1428.68,1428.69,3306.13,250000.0,250000.0,250000.0,1.042e-06,0.9018,54.78,0.999,0.999,0.999,33.0,17.7,15.3,17.4,17.3,16.5,99.88,1.084,1.084,1.084,0.4999,0.5,0.5,nan,nan
50,1.5,419986000.0,1428.32,1428.3,1428.32,3306.11,250000.0,250000.0,250000.0,1.031e-06,0.9014,54.78,0.999,0.999,0.999,33.0,17.7,15.5,17.4,17.3,16.5,99.88,1.084,1.084,1.084,0.4999,0.5,0.5,nan,nan
51,1.5,419984000.0,1427.98,1427.96,1427.98,3306.1,250000.0,250000.0,250000.0,1.022e-06,0.901,54.77,0.999,0.999,0.999,33.0,17.6,15.5,17.5,17.3,16.6,99.89,1.084,1.084,1.084,0.4999,0.5,0.5,nan,nan
52,1.5,419982000.0,1427.65,1427.63,1427.65,3306.1,250000.0,250000.0,250000.0,1.014e-06,0.9005,54.77,0.999,0.999,0.999,33.0,17.6,15.5,17.5,17.3,16.6,99.89,1.084,1.084,1.084,0.4999,0.5,0.5,nan,nan
53,1.5,419983000.0,1427.35,1427.33,1427.35,3306.1,250000.0,250000.0,250000.0,1.008e-06,0.9,54.77,0.999,0.999,0.999,33.0,17.6,15.7,17.6,17.4,16.7,99.89,1.084,1.084,1.084,0.5,0.5,0.5,nan,nan
54,1.5,419983000.0,1427.05,1427.04,1427.05,3306.12,250000.0,250000.0,250000.0,1.007e-06,0.8995,54.77,0.999,0.999,0.999,34.0,17.5,15.8,17.6,17.5,16.7,99.9,1.083,1.083,1.083,0.4999,0.5,0.5,nan,nan
55,1.5,419984000.0,1426.78,1426.76,1426.78,3306.13,250000.0,250000.0,250000.0,1.008e-06,0.899,54.77,0.999,0.999,0.999,32.0,17.5,15.8,17.7,17.5,16.7,99.9,1.083,1.083,1.083,0.4999,0.5,0.5,nan,nan
56,1.5,419985000.0,1426.53,1426.51,1426.53,3306.11,250000.0,250000.0,250000.0,1.008e-06,0.8985,54.77,0.999,0.999,0.999,34.0,17.6,15.8,17.7,17.4,16.7,99.9,1.083,1.083,1.083,0.4999,0.5,0.5,nan,nan
57,1.5,419983000.0,1426.29,1426.27,1426.29,3306.09,250000.0,250000.0,250000.0,1.009e-06,0.8981,54.77,0.999,0.999,0.999,32.0,17.4,15.8,17.7,17.5,16.7,99.91,1.083,1.083,1.083,0.4999,0.5,0.5,nan,nan
58,1.5,419981000.0,1426.06,1426.04,1426.06,3306.1,250000.0,250000.0,250000.0,1.01e-06,0.8976,54.76,0.999,0.999,0.999,33.0,17.5,15.8,17.8,17.5,16.7,99.91,1.083,1.083,1.083,0.5,0.5,0.5,nan,nan
59,1.5,419982000.0,1425.85,1425.83,1425.85,3306.1,250000.0,250000.0,250000.0,1.011e-06,0.8973,54.76,0.999,0.999,0.999,34.0,17.5,15.9,17.8,17.5,16.6,99.91,1.083,1.083,1.083,0.4999,0.5,0.5,nan,nan
60,1.5,419982000.0,1425.65,1425.63,1425.65,3306.09,250000.0,250000.0,250000.0,1.012e-06,0.8969,54.76,0.999,0.999,0.999,33.0,17.4,15.9,17.8,17.6,16.6,99.92,1.082,1.082,1.082,0.4999,0.5,0.5,nan,nan
61,2.0,419981000.0,1781.13,1781.09,1781.13,3306.09,250000.0,250000.0,250000.0,2.885e-08,1.685,73.16,0.999,0.999,0.999,26.0,19.6,16.2,18.3,15.4,12.4,97.44,1.551,1.551,1.551,0.4899,0.4899,0.49,nan,nan
62,2.0,0.0,1732.24,1732.26,1732.26,3306.38,250000.0,250000.0,250000.0,4.796e-08,1.424,73.17,0.999,0.999,0.999,26.0,18.5,16.8,18.5,16.5,15.8,99.16,1.465,1.465,1.465,0.4984,0.4984,0.4984,nan,nan
63,2.0,419981000.0,1717.64,1717.63,1717.64,3306.25,250000.0,250000.0,250000.0,4.342e-08,1.398,73.15,0.999,0.999,0.999,22.0,18.1,17.0,18.8,16.8,16.3,99.44,1.438,1.438,1.438,0.499,0.499,0.499,nan,nan
64,2.0,420018000.0,1708.0,1708.0,1708.0,3306.27,250000.0,250000.0,250000.0,4.216e-08,1.375,73.14,0.999,0.999,0.999,22.0,17.8,17.2,19.2,17.2,16.6,99.53,1.421,1.421,1.421,0.4991,0.4992,0.4993,nan,nan
65,2.0,420002000.0,1700.81,1700.84,1700.84,3306.43,250000.0,250000.0,250000.0,4.056e-08,1.363,73.14,0.999,0.999,0.999,29.0,17.6,17.4,19.3,17.4,16.7,99.57,1.414,1.414,1.414,0.4994,0.4994,0.4994,nan,nan
66,2.0,420003000.0,1695.49,1695.49,1695.49,3306.24,250000.0,250000.0,250000.0,3.862e-08,1.354,73.13,0.999,0.999,0.999,24.0,17.4,17.8,19.3,17.6,16.9,99.57,1.409,1.409,1.409,0.4993,0.4995,0.4997,nan,nan
67,2.0,420024000.0,1691.2,1691.13,1691.2,3305.94,250000.0,250000.0,250000.0,3.677e-08,1.347,73.12,0.999,0.999,0.999,25.0,17.4,17.9,19.4,17.5,17.2,99.58,1.404,1.404,1.404,0.4992,0.4994,0.4996,nan,nan
68,2.0,420000000.0,1687.02,1687.08,1687.08,3305.99,250000.0,250000.0,250000.0,3.615e-08,1.34,73.11,0.999,0.999,0.999,25.0,17.2,18.0,19.5,17.8,17.2,99.57,1.4,1.4,1.4,0.4993,0.4994,0.4996,nan,nan
69,2.0,419962000.0,1682.96,1682.91,1682.96,3306.02,250000.0,250000.0,250000.0,3.556e-08,1.333,73.1,0.999,0.999,0.999,25.0,17.2,18.0,19.5,17.8,17.2,99.56,1.397,1.397,1.397,0.4993,0.4994,0.4995,nan,nan
70,2.0,419969000.0,1678.49,1678.53,1678.53,3305.99,250000.0,250000.0,250000.0,3.499e-08,1.325,73.09,0.999,0.999,0.999,25.0,17.1,18.1,19.6,17.9,17.3,99.55,1.394,1.394,1.394,0.4992,0.4994,0.4995,nan,nan
71,2.0,419973000.0,1673.65,1673.61,1673.65,3305.97,250000.0,250000.0,250000.0,3.442e-08,1.317,73.09,0.999,0.999,0.999,24.0,17.0,18.1,19.9,18.0,17.4,99.54,1.392,1.392,1.392,0.4992,0.4993,0.4994,nan,nan
72,2.0,419968000.0,1668.4,1668.43,1668.43,3305.99,250000.0,250000.0,250000.0,3.388e-08,1.309,73.08,0.999,0.999,0.999,25.0,16.9,18.2,20.8,18.0,17.5,99.54,1.391,1.391,1.391,0.4992,0.4993,0.4994,nan,nan
73,2.0,419966000.0,1663.12,1663.09,1663.12,3306.03,250000.0,250000.0,250000.0,3.341e-08,1.301,73.07,0.999,0.999,0.999,26.0,16.7,18.3,21.7,18.2,17.6,99.54,1.389,1.389,1.389,0.4992,0.4993,0.4994,nan,nan
74,2.0,419969000.0,1658.03,1658.05,1658.05,3305.99,250000.0,250000.0,250000.0,3.3e-08,1.293,73.07,0.999,0.999,0.999,25.0,16.6,18.4,22.6,18.2,17.6,99.54,1.387,1.387,1.387,0.4993,0.4993,0.4994,nan,nan
75,2.0,419974000.0,1653.3,1653.28,1653.3,3305.94,250000.0,250000.0,250000.0,3.257e-08,1.285,73.06,0.999,0.999,0.999,29.0,16.6,18.4,23.2,18.3,17.6,99.54,1.386,1.386,1.386,0.4993,0.4993,0.4993,nan,nan
76,2.0,419968000.0,1648.58,1648.58,1648.58,3306.24,250000.0,250000.0,250000.0,3.217e-08,1.278,73.06,0.999,0.999,0.999,25.0,16.5,18.5,23.8,18.4,17.6,99.53,1.386,1.386,1.386,0.4994,0.4995,0.4995,nan,nan
77,2.0,419962000.0,1644.52,1644.51,1644.52,3305.92,250000.0,250000.0,250000.0,3.176e-08,1.271,73.05,0.999,0.999,0.999,29.0,16.3,18.6,24.4,18.6,17.7,99.53,1.385,1.385,1.385,0.4993,0.4993,0.4993,nan,nan
78,2.0,420000000.0,1640.26,1640.26,1640.26,3306.24,250000.0,250000.0,250000.0,3.134e-08,1.264,73.05,0.999,0.999,0.999,29.0,16.1,19.1,24.9,18.8,17.8,99.51,1.384,1.384,1.384,0.4994,0.4994,0.4994,nan,nan
79,2.0,419960000.0,1636.38,1636.38,1636.38,3306.24,250000.0,250000.0,250000.0,3.088e-08,1.257,73.05,0.999,0.999,0.999,29.0,16.0,19.4,25.3,18.9,17.8,99.49,1.383,1.383,1.383,0.4994,0.4994,0.4994,nan,nan
80,2.0,420000000.0,1632.5,1632.5,1632.5,3306.24,250000.0,250000.0,250000.0,3.043e-08,1.249,73.04,0.999,0.999,0.999,29.0,16.0,19.8,25.7,18.9,18.0,99.46,1.382,1.382,1.382,0.4994,0.4994,0.4994,nan,nan
81,2.0,420000000.0,1628.48,1628.48,1628.48,3306.24,250000.0,250000.0,250000.0,2.997e-08,1.24,73.04,0.999,0.999,0.999,29.0,16.0,20.2,26.1,18.9,18.2,99.43,1.379,1.379,1.379,0.4993,0.4993,0.4993,nan,nan
