index,Penalty,Volume,"Comp/LoadCase 1 ""2L""","Comp/LoadCase 2 ""4L""",Compliance/MAX,Mass,Sens/Volume_Min,Sens/Volume_Ave,Sens/Volume_Max,Sens/Compl._Min,Sens/Compl._Ave,Sens/Compl._Max,Freedom Min,Freedom Ave,Freedom Max,SPOT Iterations,Density Mid%,BoundDensityMin%,Density Low%,Density High%,BoundDensityMax%,Convergence,RJ/_Volume_Min,RJ/_Volume_Ave,RJ/_Volume_Max,RJ/_Compl._Min,RJ/_Compl._Ave,RJ/_Compl._Max,Iteration Time,Optimizer Time
82,2.0,420000000.0,1624.12,1624.12,1624.12,3306.24,250000.0,250000.0,250000.0,2.954e-08,1.23,73.04,0.999,0.999,0.999,34.0,15.8,20.6,26.3,19.0,18.3,99.38,1.376,1.376,1.376,0.4992,0.4992,0.4993,nan,nan
83,2.0,420000000.0,1619.23,1619.2,1619.23,3306.1,250000.0,250000.0,250000.0,2.915e-08,1.219,73.04,0.999,0.999,0.999,36.0,15.8,20.8,26.6,19.1,18.5,99.31,1.37,1.37,1.37,0.499,0.4991,0.4991,nan,nan
84,2.0,420000000.0,1613.34,1613.32,1613.34,3306.1,250000.0,250000.0,250000.0,2.878e-08,1.205,73.04,0.999,0.999,0.999,35.0,15.2,21.2,27.2,19.7,18.6,99.24,1.364,1.364,1.364,0.4989,0.4989,0.499,nan,nan
85,2.0,419982000.0,1606.36,1606.33,1606.36,3306.07,250000.0,250000.0,250000.0,2.84e-08,1.189,73.03,0.999,0.999,0.999,35.0,15.0,21.7,27.4,19.9,18.8,99.17,1.355,1.355,1.355,0.4987,0.4987,0.4988,nan,nan
86,2.0,419983000.0,1598.14,1598.11,1598.14,3306.03,250000.0,250000.0,250000.0,2.798e-08,1.17,73.03,0.999,0.999,0.999,33.0,14.5,22.0,27.9,20.4,19.3,99.11,1.342,1.342,1.342,0.4984,0.4985,0.4985,nan,nan
87,2.0,419979000.0,1588.8,1588.79,1588.8,3306.23,250000.0,250000.0,250000.0,2.755e-08,1.149,73.03,0.999,0.999,0.999,35.0,14.0,22.3,28.1,20.9,19.8,99.07,1.327,1.327,1.327,0.4982,0.4983,0.4984,nan,nan
88,2.0,419973000.0,1579.19,1579.21,1579.21,3306.25,250000.0,250000.0,250000.0,2.705e-08,1.129,73.02,0.999,0.999,0.999,33.0,13.2,22.5,28.5,21.7,20.4,99.05,1.313,1.313,1.313,0.4979,0.4981,0.4984,nan,nan
89,2.0,419998000.0,1569.34,1569.29,1569.34,3306.38,250000.0,250000.0,250000.0,2.648e-08,1.111,73.02,0.999,0.999,0.999,33.0,12.6,23.0,28.8,22.3,20.9,99.06,1.3,1.3,1.3,0.4979,0.498,0.4982,nan,nan
90,2.0,420001000.0,1559.59,1559.62,1559.62,3306.37,250000.0,250000.0,250000.0,2.59e-08,1.094,73.01,0.999,0.999,0.999,30.0,12.1,23.2,29.9,22.8,21.5,99.08,1.292,1.292,1.292,0.4979,0.498,0.4981,nan,nan
91,2.5,420018000.0,1675.6,1675.57,1675.6,3306.06,250000.0,250000.0,250000.0,1.058e-09,1.35,91.3,0.999,0.999,0.999,32.0,11.2,24.2,35.3,23.5,22.3,97.86,1.463,1.463,1.463,0.4883,0.4883,0.4883,nan,nan
92,2.5,420017000.0,1617.19,1617.18,1617.19,3306.26,250000.0,250000.0,250000.0,9.457e-10,1.2,91.27,0.999,0.999,0.999,25.0,9.6,24.8,39.8,25.1,24.1,98.34,1.34,1.34,1.34,0.4907,0.4907,0.4908,nan,nan
93,2.5,0.0,1578.09,1578.09,1578.09,3306.26,250000.0,250000.0,250000.0,9.059e-10,1.147,91.24,0.999,0.999,0.999,23.0,8.7,27.2,45.5,26.0,24.8,98.64,1.353,1.353,1.353,0.492,0.492,0.4921,nan,nan
94,2.5,419978000.0,1548.97,1548.98,1548.98,3306.17,250000.0,250000.0,250000.0,8.677e-10,1.106,91.22,0.999,0.999,0.999,23.0,7.9,33.3,50.7,26.7,25.4,98.85,1.368,1.368,1.368,0.4929,0.4929,0.493,nan,nan
95,2.5,420002000.0,1525.23,1525.23,1525.23,3306.19,250000.0,250000.0,250000.0,8.307e-10,1.073,91.2,0.999,0.999,0.999,38.0,7.5,34.7,55.6,27.1,26.1,99.02,1.393,1.393,1.393,0.4932,0.4932,0.4932,nan,nan
96,2.5,420003000.0,1505.03,1505.03,1505.03,3306.24,250000.0,250000.0,250000.0,8.062e-10,1.045,91.18,0.999,0.999,0.999,37.0,7.6,39.1,56.2,27.2,26.3,99.28,1.439,1.439,1.439,0.4946,0.4946,0.4946,nan,nan
97,2.5,419991000.0,1493.19,1493.19,1493.19,3306.24,250000.0,250000.0,250000.0,8.045e-10,1.03,91.17,0.999,0.999,0.999,28.0,7.8,45.9,56.1,27.1,26.0,99.52,1.506,1.506,1.506,0.4973,0.4973,0.4973,nan,nan
98,2.5,419994000.0,1490.11,1490.11,1490.11,3306.24,250000.0,250000.0,250000.0,8.167e-10,1.025,91.16,0.999,0.999,0.999,27.0,8.0,49.8,56.0,26.9,25.7,99.65,1.547,1.547,1.547,0.4987,0.4989,0.4991,nan,nan
99,2.5,420000000.0,1490.3,1490.36,1490.36,3306.4,250000.0,250000.0,250000.0,8.327e-10,1.022,91.16,0.999,0.999,0.999,36.0,8.1,49.8,55.9,26.8,25.8,99.72,1.565,1.565,1.565,0.4991,0.4994,0.4996,nan,nan
100,2.5,420000000.0,1490.55,1490.65,1490.65,3306.24,250000.0,250000.0,250000.0,8.468e-10,1.018,91.16,0.999,0.999,0.999,33.0,8.1,49.8,55.8,26.8,25.8,99.77,1.572,1.572,1.572,0.4994,0.4995,0.4997,nan,nan
101,2.5,420001000.0,1490.48,1490.49,1490.49,3306.32,250000.0,250000.0,250000.0,8.584e-10,1.013,91.15,0.999,0.999,0.999,33.0,8.1,49.7,55.9,26.8,25.7,99.81,1.578,1.578,1.578,0.4996,0.4997,0.4998,nan,nan
102,2.5,420020000.0,1490.3,1490.3,1490.3,3306.33,250000.0,250000.0,250000.0,8.691e-10,1.01,91.15,0.999,0.999,0.999,30.0,8.0,49.6,55.9,26.9,25.7,99.84,1.58,1.58,1.58,0.4996,0.4998,0.4999,nan,nan
103,2.5,419999000.0,1489.95,1490.0,1490.0,3306.5,250000.0,250000.0,250000.0,8.765e-10,1.007,91.15,0.999,0.999,0.999,33.0,8.0,49.6,55.8,26.9,25.7,99.86,1.584,1.584,1.584,0.4998,0.4999,0.5,nan,nan
104,2.5,420010000.0,1489.84,1489.84,1489.84,3306.33,250000.0,250000.0,250000.0,8.819e-10,1.004,91.15,0.999,0.999,0.999,33.0,8.1,49.6,55.8,26.8,25.8,99.88,1.585,1.585,1.585,0.4998,0.4999,0.5,nan,nan
105,2.5,420012000.0,1489.65,1489.62,1489.65,3306.25,250000.0,250000.0,250000.0,8.85e-10,1.002,91.15,0.999,0.999,0.999,33.0,8.1,49.6,55.8,26.8,25.7,99.9,1.586,1.586,1.586,0.4999,0.4999,0.5,nan,nan
106,2.5,420033000.0,1489.38,1489.38,1489.38,3306.27,250000.0,250000.0,250000.0,8.86e-10,1.001,91.15,0.999,0.999,0.999,34.0,8.0,49.7,55.8,26.9,25.7,99.91,1.588,1.588,1.588,0.4999,0.5,0.5,nan,nan
107,2.5,420012000.0,1489.17,1489.17,1489.17,3306.25,250000.0,250000.0,250000.0,8.862e-10,1.0,91.15,0.999,0.999,0.999,26.0,8.0,49.8,55.7,26.9,25.6,99.92,1.589,1.589,1.589,0.4997,0.5,0.5003,nan,nan
108,2.5,420001000.0,1488.95,1489.03,1489.03,3306.18,250000.0,250000.0,250000.0,8.861e-10,0.9993,91.15,0.999,0.999,0.999,33.0,7.9,49.7,55.7,27.0,25.6,99.93,1.589,1.589,1.589,0.4998,0.4999,0.5,nan,nan
109,2.5,420004000.0,1488.75,1488.76,1488.76,3306.23,250000.0,250000.0,250000.0,8.854e-10,0.9987,91.15,0.999,0.999,0.999,34.0,8.0,49.8,55.7,26.9,25.6,99.93,1.59,1.59,1.59,0.4999,0.5,0.5,nan,nan
110,2.5,420001000.0,1488.52,1488.53,1488.53,3306.27,250000.0,250000.0,250000.0,8.845e-10,0.9983,91.15,0.999,0.999,0.999,32.0,8.0,49.8,55.7,26.9,25.5,99.93,1.591,1.591,1.591,0.4997,0.5,0.5002,nan,nan
111,2.5,419993000.0,1488.25,1488.33,1488.33,3306.32,250000.0,250000.0,250000.0,8.837e-10,0.9979,91.15,0.999,0.999,0.999,34.0,8.1,49.8,55.7,26.8,25.5,99.94,1.592,1.592,1.592,0.4999,0.5,0.5,nan,nan
112,2.5,419998000.0,1488.02,1488.07,1488.07,3306.37,250000.0,250000.0,250000.0,8.828e-10,0.9976,91.14,0.999,0.999,0.999,34.0,8.1,49.8,55.7,26.8,25.5,99.94,1.593,1.593,1.593,0.4999,0.5,0.5001,nan,nan
113,2.5,420004000.0,1487.84,1487.86,1487.86,3306.3,250000.0,250000.0,250000.0,8.817e-10,0.9973,91.14,0.999,0.999,0.999,32.0,8.1,49.7,55.7,26.8,25.6,99.94,1.594,1.594,1.594,0.4999,0.5,0.5,nan,nan
114,2.5,420010000.0,1487.58,1487.61,1487.61,3306.26,250000.0,250000.0,250000.0,8.802e-10,0.9969,91.14,0.999,0.999,0.999,33.0,8.0,49.7,55.8,26.9,25.7,99.94,1.595,1.595,1.595,0.4999,0.4999,0.5,nan,nan
115,2.5,420017000.0,1487.24,1487.28,1487.28,3306.33,250000.0,250000.0,250000.0,8.78e-10,0.9964,91.14,0.999,0.999,0.999,32.0,8.1,49.7,55.8,26.8,25.7,99.93,1.596,1.596,1.596,0.4999,0.5,0.5,nan,nan
116,2.5,420007000.0,1486.91,1486.95,1486.95,3306.37,250000.0,250000.0,250000.0,8.754e-10,0.996,91.14,0.999,0.999,0.999,33.0,8.0,49.8,55.8,26.9,25.6,99.93,1.597,1.597,1.597,0.4997,0.5,0.5003,nan,nan
117,2.5,420002000.0,1486.7,1486.63,1486.7,3306.27,250000.0,250000.0,250000.0,8.723e-10,0.9957,91.14,0.999,0.999,0.999,40.0,8.0,49.8,55.8,26.9,25.6,99.93,1.598,1.598,1.598,0.4999,0.5,0.5,nan,nan
118,2.5,420011000.0,1486.31,1486.3,1486.31,3306.24,250000.0,250000.0,250000.0,8.686e-10,0.9952,91.14,0.999,0.999,0.999,40.0,7.9,49.8,55.8,27.0,25.6,99.93,1.599,1.599,1.599,0.4999,0.5,0.5,nan,nan
119,2.5,420016000.0,1485.89,1485.89,1485.89,3306.24,250000.0,250000.0,250000.0,8.64e-10,0.9947,91.14,0.999,0.999,0.999,39.0,7.9,49.8,55.8,27.0,25.6,99.92,1.6,1.6,1.6,0.5,0.5,0.5,nan,nan
120,2.5,420003000.0,1485.44,1485.44,1485.44,3306.24,250000.0,250000.0,250000.0,8.584e-10,0.9942,91.14,0.999,0.999,0.999,33.0,7.9,49.9,55.9,27.0,25.7,99.92,1.601,1.601,1.601,0.4999,0.4999,0.5,nan,nan
121,3.0,420000000.0,1511.07,1511.1,1511.1,3306.25,250000.0,250000.0,250000.0,3.227e-11,1.136,109.4,0.999,0.999,0.999,38.0,7.3,50.4,56.1,27.6,26.3,99.74,1.86,1.86,1.86,0.4995,0.4996,0.4996,nan,nan
122,3.0,420000000.0,1503.08,1503.08,1503.08,3306.26,250000.0,250000.0,250000.0,3.17e-11,1.142,109.4,0.999,0.999,0.999,36.0,7.1,50.7,56.3,27.8,26.5,99.83,1.834,1.834,1.834,0.4995,0.4998,0.5001,nan,nan
123,3.0,420000000.0,1499.31,1499.4,1499.4,3306.26,250000.0,250000.0,250000.0,3.098e-11,1.15,109.4,0.999,0.999,0.999,36.0,6.8,51.1,56.5,28.1,26.7,99.86,1.842,1.842,1.842,0.4996,0.4998,0.5001,nan,nan
124,3.0,0.0,1497.16,1497.28,1497.28,3306.27,250000.0,250000.0,250000.0,3.067e-11,1.156,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.6,28.2,26.7,99.88,1.839,1.839,1.839,0.4998,0.4999,0.5,nan,nan
125,3.0,420001000.0,1496.1,1496.12,1496.12,3306.24,250000.0,250000.0,250000.0,3.054e-11,1.16,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.7,28.2,26.8,99.89,1.837,1.837,1.837,0.4999,0.4999,0.4999,nan,nan
126,3.0,420002000.0,1495.47,1495.48,1495.48,3306.24,250000.0,250000.0,250000.0,3.053e-11,1.162,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.8,28.2,26.9,99.91,1.834,1.834,1.834,0.4999,0.4999,0.5,nan,nan
127,3.0,420003000.0,1495.15,1495.17,1495.17,3306.24,250000.0,250000.0,250000.0,3.06e-11,1.164,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.8,28.2,27.0,99.92,1.831,1.831,1.831,0.4998,0.4999,0.5001,nan,nan
128,3.0,420004000.0,1494.99,1495.03,1495.03,3306.24,250000.0,250000.0,250000.0,3.069e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.6,51.2,56.8,28.2,27.2,99.93,1.828,1.828,1.828,0.4997,0.4999,0.5002,nan,nan
129,3.0,420000000.0,1494.92,1494.99,1494.99,3306.26,250000.0,250000.0,250000.0,3.08e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.8,28.2,27.1,99.94,1.827,1.827,1.827,0.4997,0.5,0.5002,nan,nan
130,3.0,420000000.0,1494.92,1495.01,1495.01,3306.27,250000.0,250000.0,250000.0,3.087e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.8,28.2,27.1,99.95,1.825,1.825,1.825,0.4998,0.5,0.5001,nan,nan
131,3.0,420000000.0,1494.96,1495.05,1495.05,3306.26,250000.0,250000.0,250000.0,3.092e-11,1.166,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.8,28.2,27.1,99.95,1.824,1.824,1.824,0.4998,0.5,0.5001,nan,nan
132,3.0,420001000.0,1495.01,1495.1,1495.1,3306.26,250000.0,250000.0,250000.0,3.097e-11,1.166,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.8,28.2,27.1,99.96,1.823,1.823,1.823,0.4998,0.5,0.5001,nan,nan
133,3.0,420002000.0,1495.07,1495.16,1495.16,3306.26,250000.0,250000.0,250000.0,3.102e-11,1.166,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.7,28.2,27.1,99.97,1.822,1.822,1.822,0.4999,0.5,0.5001,nan,nan
134,3.0,420004000.0,1495.14,1495.22,1495.22,3306.26,250000.0,250000.0,250000.0,3.107e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.8,28.2,27.1,99.97,1.821,1.821,1.821,0.4999,0.5,0.5001,nan,nan
135,3.0,420003000.0,1495.19,1495.27,1495.27,3306.26,250000.0,250000.0,250000.0,3.111e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.8,28.2,27.1,99.97,1.82,1.82,1.82,0.4999,0.5,0.5001,nan,nan
136,3.0,420003000.0,1495.25,1495.32,1495.32,3306.25,250000.0,250000.0,250000.0,3.114e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.7,51.2,56.8,28.2,27.1,99.98,1.819,1.819,1.819,0.4999,0.5,0.5001,nan,nan
137,3.0,420003000.0,1495.3,1495.37,1495.37,3306.25,250000.0,250000.0,250000.0,3.116e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.6,51.2,56.8,28.3,27.1,99.98,1.819,1.819,1.819,0.4999,0.5,0.5,nan,nan
138,3.0,420002000.0,1495.35,1495.41,1495.41,3306.25,250000.0,250000.0,250000.0,3.119e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.6,51.2,56.8,28.3,27.1,99.98,1.818,1.818,1.818,0.4999,0.5,0.5,nan,nan
139,3.0,420002000.0,1495.39,1495.44,1495.44,3306.25,250000.0,250000.0,250000.0,3.12e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.6,51.2,56.8,28.3,27.1,99.98,1.818,1.818,1.818,0.5,0.5,0.5,nan,nan
140,3.0,420002000.0,1495.44,1495.48,1495.48,3306.25,250000.0,250000.0,250000.0,3.122e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.6,51.2,56.8,28.3,27.1,99.98,1.817,1.817,1.817,0.4999,0.5,0.5,nan,nan
141,3.0,420002000.0,1495.48,1495.52,1495.52,3306.24,250000.0,250000.0,250000.0,3.124e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.6,51.2,56.8,28.3,27.1,99.99,1.817,1.817,1.817,0.4999,0.5,0.5,nan,nan
142,3.0,420001000.0,1495.51,1495.55,1495.55,3306.24,250000.0,250000.0,250000.0,3.125e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.6,51.2,56.8,28.3,27.1,99.99,1.817,1.817,1.817,0.4999,0.5,0.5001,nan,nan
143,3.0,420001000.0,1495.55,1495.59,1495.59,3306.24,250000.0,250000.0,250000.0,3.126e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.6,51.2,56.8,28.3,27.1,99.99,1.816,1.816,1.816,0.4999,0.5,0.5001,nan,nan
144,3.0,420001000.0,1495.58,1495.62,1495.62,3306.25,250000.0,250000.0,250000.0,3.128e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.6,51.2,56.8,28.3,27.2,99.99,1.816,1.816,1.816,0.4999,0.5,0.5001,nan,nan
145,3.0,420000000.0,1495.6,1495.65,1495.65,3306.25,250000.0,250000.0,250000.0,3.129e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.6,51.2,56.8,28.3,27.2,99.99,1.816,1.816,1.816,0.4999,0.5,0.5001,nan,nan
146,3.0,420001000.0,1495.63,1495.67,1495.67,3306.25,250000.0,250000.0,250000.0,3.131e-11,1.165,109.4,0.999,0.999,0.999,36.0,6.6,51.2,56.8,28.3,27.2,99.99,1.815,1.815,1.815,0.4999,0.5,0.5001,nan,nan
147,3.5,420001000.0,1513.5,1513.55,1513.55,3306.25,250000.0,250000.0,250000.0,1.137e-12,1.306,127.6,0.999,0.999,0.999,53.0,6.3,51.5,57.0,28.6,27.5,99.85,2.055,2.055,2.055,0.4997,0.4998,0.4998,nan,nan
148,3.5,420001000.0,1508.42,1508.43,1508.43,3306.23,250000.0,250000.0,250000.0,1.161e-12,1.316,127.6,0.999,0.999,0.999,54.0,6.3,52.1,57.1,28.6,27.6,99.92,2.036,2.036,2.036,0.4999,0.4999,0.4999,nan,nan
149,3.5,420001000.0,1506.55,1506.56,1506.56,3306.24,250000.0,250000.0,250000.0,1.153e-12,1.327,127.6,0.999,0.999,0.999,55.0,6.2,52.3,57.1,28.7,27.6,99.96,2.046,2.046,2.046,0.5,0.5,0.5,nan,nan
150,3.5,420001000.0,1505.77,1505.78,1505.78,3306.23,250000.0,250000.0,250000.0,1.152e-12,1.333,127.6,0.999,0.999,0.999,55.0,6.2,52.5,57.2,28.7,27.6,99.97,2.045,2.045,2.045,0.5,0.5,0.5,nan,nan
151,3.5,0.0,1505.53,1505.54,1505.54,3306.24,250000.0,250000.0,250000.0,1.15e-12,1.337,127.6,0.999,0.999,0.999,55.0,6.2,52.6,57.2,28.7,27.7,99.98,2.047,2.047,2.047,0.5,0.5,0.5,nan,nan
152,3.5,420001000.0,1505.45,1505.45,1505.45,3306.24,250000.0,250000.0,250000.0,1.151e-12,1.339,127.6,0.999,0.999,0.999,54.0,6.2,52.6,57.2,28.7,27.7,99.98,2.047,2.047,2.047,0.5,0.5,0.5,nan,nan
153,3.5,419999000.0,1505.44,1505.45,1505.45,3306.23,250000.0,250000.0,250000.0,1.151e-12,1.34,127.6,0.999,0.999,0.999,54.0,6.2,52.6,57.2,28.8,27.7,99.98,2.047,2.047,2.047,0.5,0.5,0.5,nan,nan
154,3.5,419999000.0,1505.46,1505.46,1505.46,3306.23,250000.0,250000.0,250000.0,1.152e-12,1.341,127.6,0.999,0.999,0.999,54.0,6.2,52.7,57.2,28.8,27.7,99.99,2.046,2.046,2.046,0.5,0.5,0.5,nan,nan
155,3.5,419999000.0,1505.48,1505.48,1505.48,3306.23,250000.0,250000.0,250000.0,1.153e-12,1.341,127.6,0.999,0.999,0.999,54.0,6.2,52.7,57.2,28.8,27.7,99.99,2.046,2.046,2.046,0.5,0.5,0.5,nan,nan
156,3.5,419999000.0,1505.5,1505.5,1505.5,3306.23,250000.0,250000.0,250000.0,1.154e-12,1.341,127.6,0.999,0.999,0.999,35.0,6.2,52.7,57.2,28.8,27.7,99.99,2.044,2.044,2.044,0.4999,0.4999,0.5,nan,nan
157,3.5,419999000.0,1505.39,1505.41,1505.41,3306.43,250000.0,250000.0,250000.0,1.154e-12,1.341,127.6,0.999,0.999,0.999,55.0,6.2,52.7,57.2,28.8,27.7,99.99,2.046,2.046,2.046,0.5,0.5001,0.5001,nan,nan
158,3.5,419999000.0,1505.57,1505.57,1505.57,3306.23,250000.0,250000.0,250000.0,1.155e-12,1.341,127.6,0.999,0.999,0.999,55.0,6.2,52.7,57.2,28.8,27.7,99.99,2.045,2.045,2.045,0.5,0.5,0.5,nan,nan
159,4.0,419999000.0,1519.35,1519.35,1519.35,3306.23,250000.0,250000.0,250000.0,4.106e-14,1.483,145.8,0.999,0.999,0.999,54.0,6.0,53.1,57.4,28.9,27.8,99.89,2.279,2.279,2.279,0.4998,0.4998,0.4998,nan,nan
160,4.0,419999000.0,1515.23,1515.23,1515.23,3306.24,250000.0,250000.0,250000.0,4.19e-14,1.491,145.8,0.999,0.999,0.999,55.0,5.9,53.4,57.5,29.0,27.9,99.94,2.266,2.266,2.266,0.5,0.5,0.5,nan,nan
161,4.0,419999000.0,1513.82,1513.82,1513.82,3306.24,250000.0,250000.0,250000.0,4.163e-14,1.5,145.8,0.999,0.999,0.999,55.0,6.0,53.5,57.5,29.0,28.0,99.97,2.275,2.275,2.275,0.5,0.5,0.5,nan,nan
162,4.0,420024000.0,1513.28,1513.28,1513.28,3306.24,250000.0,250000.0,250000.0,4.176e-14,1.505,145.8,0.999,0.999,0.999,55.0,6.0,53.6,57.5,29.0,28.0,99.98,2.273,2.273,2.273,0.5,0.5,0.5,nan,nan
163,4.0,419999000.0,1513.19,1513.19,1513.19,3306.24,250000.0,250000.0,250000.0,4.165e-14,1.508,145.8,0.999,0.999,0.999,55.0,6.0,53.7,57.5,29.0,28.0,99.98,2.275,2.275,2.275,0.5,0.5,0.5,nan,nan
164,4.0,0.0,1513.16,1513.16,1513.16,3306.24,250000.0,250000.0,250000.0,4.178e-14,1.509,145.8,0.999,0.999,0.999,41.0,6.0,53.6,57.5,29.0,28.0,99.98,2.274,2.274,2.274,0.4999,0.5,0.5,nan,nan
165,4.0,419999000.0,1513.22,1513.2,1513.22,3306.24,250000.0,250000.0,250000.0,4.178e-14,1.51,145.8,0.999,0.999,0.999,55.0,6.0,53.6,57.5,29.0,28.0,99.99,2.274,2.274,2.274,0.5,0.5,0.5,nan,nan
